Job_ID,Date,Company Name,Job_Title,Location,Description,Link
12,1/14/2022,MATCH RESOURCES SDN BHD ,Web Developer ,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia Remote","Web Developer (E-Commerce)  Client is looking for a Web Developer with ecommerce and online shopping/marketplace working experience to join our web team.     We are seeking a Web Developer responsible for back-end and front-end development, including creating WordPress themes and plugins. This person needs to have programming skills (namely PHP, HTML5, CSS3, and JavaScript) and an understanding of technical SEO such as onsite optimization, offsite optimization, page speed and core web vitals, with ability to generate web contents that will drive better optimisation. The candidate should have a strong understanding of industry trends and content management systems, and an understanding of the entire web development process, including design, development, and deployment best preferred.     Key Responsibilities:  Develop web by writing well-designed and efficient codes to ensure websites are maintained and scalable. Create, manage and maintain websites and user interfaces. Ensure requirements are matched closely to actual deliverables. See through a project from conception to finished product. Responsible for design of appearance and performance of pages on E-commerce websites, including UX and UI, functionalities, maintenance and housekeeping. Be on top of new technological trends to ensure websites are up to date with the latest tech. Ensure consistent performance on all major devices/browsers, including fast load times. Ensure bug-free core functionality with a focus on mobile optimization and performance. Construct design solutions with a focus on improving website usability. Ensure performance consistency across key devices and browsers. Integrate data from various back-end services, databases and digital analytics. Gather and refine website requirements and specifications based on technical needs and industry practices. Maintenance of HTML/CSS/JavaScript for websites. Troubleshoot coding issues and bugs. Knowledge of onsite SEO best practices and implementation. Experienced in delivering web contents that would drive better SEO of websites. Must have the initiative to constantly test out different tech and plugins that best match web functionalities.     Key Stakeholders  Internal: Web Team, Sales Team, Account Team, Ops Team  External: Work with agencies, direct clients and 3rd party vendors     Desired Experience & Skills  Mandatory:  Working knowledge of open source CMS platforms like WordPress, WooCommerce, Shopify, etc. Excellent understanding of Web technologies including HTML5, CSS3, JavaScript, jQuery, SQL. Experience designing and developing responsive design websites and/or web applications Comfortable working with debugging tools like Firebug, Chrome developer tools, page speed insights etc. Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers Ability to convert comprehensive layout and wireframes into working HTML pages Knowledge of RESTful APIs and formats (JSON, XML) Proficient in code versioning tools such as Git, SVN, and Mercurial Strong understanding of PHP back-end development, UI/UX knowledge and experience Working knowledge of Adobe Creative Suite, in particular, Photoshop, Illustrator, Premiere Pro, Dreamweaver Experience in setup of hosting environment such as CPanel and Plesk. Experience in SEO onsite implementation Experience in generating web contents for better SEO  Awesome to Have:  Full cycle experience from design to deployment of CMS websites such as WordPress Experience in WordPress Hooks or plugin development. Internet protocols such as SMTP, HTTPS Working knowledge of cloud services such as AWS and Azure. Platform integration experience ",https://linkedin.com/jobs/view/2876697294/?eBP=JOB_SEARCH_ORGANIC&refId=8LWdNxpxjiHCgBe10lNnig%3D%3D&trackingId=hShtsQzWaC67RQRU8xXb%2BA%3D%3D&trk=flagship3_search_srp_jobs
13,1/14/2022,Cause Effect Digital ,Web Developer ,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia On-site","Get to work in a vibrant environment with our team of young professionals. We value people who aren't afraid to voice out their opinions in order to benefit the project and company. We are hiring Malaysian Citizens and Malaysian PR only at this time.  Requirements  2-3 years of work experience, preferably in front-end and back-end development. Possess a Bachelor's Degree in IT/ Computer Science/ Computer Engineering/ Information System or any IT related fields. Knowledge in WordPress, HTML, CSS, Javascript, and PHP is a must. Knowledge of Shopify and payment gateways is a must.     Responsibilities  Develop websites/landing pages based on the given requirements and specifications. Manage and maintain back-end and front-end for internal and external web projects. Develop, test, and implement high-end performance web UIs across multiple browsers, platforms, and devices including mobile. Research and develop custom plug-ins based on the given requirements and specifications. Ensure the quality of component design and coding activities. Perform web maintenance tasks for clients' websites.     What you can look forward to:  Responsibility from day one in a fast-growing company A vibrant working environment Steep learning curve Regular company and team events ",https://linkedin.com/jobs/view/2876662645/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=8LWdNxpxjiHCgBe10lNnig%3D%3D&trackingId=Fye2FIwFFr4S0kvNfF9phw%3D%3D&trk=flagship3_search_srp_jobs
14,1/13/2022,GLOBAL OUTSOURCING GROUP ,Web Developer (PHP) ,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","This job is sourced from a job board. Learn more Job Responsibility  Collaborating with other designers and developers Improve our inhouse code base Optimize codes for high volume transaction Test and debug applications Research on new technologies (a better and easier way to solve the same problem)  Job Requirements  Able to code and interested in code Able to explore and learn with least supervision Love to solve problems with coding Like to brainstorm for better solutions Independent and result oriented Has high level of accountability to the result and code produced Has ability to learn and adapt to new technologies Open to fresh grads with a good portfolio, and with a CGPA 3.0 or above from the well-known universities Willing to learn more about these skills: PHP, Laravel, NodeJS, JavaScript, VueJS, MySQL, Redis Knowledge on GIT/JIRA is added advantage To succeed in this role, you must be passionate about technology and open to learning new things in a fast-paced environment.  Job Benifits  Up to RM 8,000 Basic + EPF +SOSCO + Medical Leave + Annual Leave Medical and Insurance Coverages - We have got you covered Subsidies - Whether it is dental, optical, parking, or medical check-up? All of these will come in handy! Opportunities - Above training and guidance, you will have the opportunity to try, to build your confidence and become your best self, and to interact and build a strong relationship. FREE Lunch & Snacks - Just order a dish from our mobile apps from the daily menu and our amazing chefs will cook for you! Working Location: Petaling Jaya (Remote Work) ",https://linkedin.com/jobs/view/2873192592/?eBP=JOB_SEARCH_ORGANIC&refId=8LWdNxpxjiHCgBe10lNnig%3D%3D&trackingId=gWhdcqAa2bU%2FnBgST5b%2FMQ%3D%3D&trk=flagship3_search_srp_jobs
15,1/13/2022,Global Sirah ,Web Developer cum Web Administrator ,"Cyberjaya, Selangor, Malaysia On-site","This job is sourced from a job board. Learn more Job Responsibility  Designing, developing and integrating computer code, test and document web-based or mobile software for our company or client. Able to travel for meetings with our client and partners. Take responsibility for major bugs and fix them regardless of the time by day or night. Work with tight deadline and in team.  Job Requirements  We are looking for new developers with the skills:  PHP & MySQL Knowledge of CPanel Javascript, jQuery, AJAX, HTML & CSS Experienced in Wordpress Know any MVC framework (e.g: Laravel / Codelgniter) is a bonus Object-Oriented Programming  In addition, here is what you will need to have:  Candidate must posses at least Graduate Diploma or Bachelor's Degree in IT-related fields. Fluent in Bahasa Malaysia and English Passion to learn new knowledge and new technology is a MUST. Good problem solving skills, able to navigate unexpected situations or conditions. Critical observer-thinker, bringing fresh perspective and offer intuitive solutions and ideas. Experience in using any PHP MVC framework in your previous works/projects.  Job Benifits  KWSP SOCSO SIP ",https://linkedin.com/jobs/view/2873187508/?eBP=JOB_SEARCH_ORGANIC&refId=PCgsXpbC4FjPZVfkCGDNMQ%3D%3D&trackingId=5E3A2iVKUpT5JbOYyMnc1w%3D%3D&trk=flagship3_search_srp_jobs
16,1/12/2022,Executive Recruiters Sdn Bhd ,Web Developer ,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia On-site","Take charge of the design, creating, repairing, and maintaining for the website application. Collaborate closely with team member for the design part to make sure the product is meet to clients expectation. Involve in the testing unit for making sure the validity of the website application. Problem-solving for any possibilities issue or existing issue rise up from the customer feedback for the web application. Always stay turn on the current technology trend for the further improvement in delivering to company's value  Requirements  Minimum 2 years working experience in IT industry. Familiar with the IT tools (i.e., Microsoft Visual Studio) for the web development purpose that included VB.NET, ASP.NET, C#, .NET workflows is a PLUS. Familiar with the Object oriented programming paradigm and IIS Possess a good understanding in MVC, Entity Framework, LINQ, lambda expression is an advantage. Experience in using any relevant mainstream .NET development languages. Well-known in the overall concept of HTML, CSS, and Javascript, and work on it for web development purpose. Having the knowledge of the AJAX and JQuery. Know-how to utilize the source for control and code change management tools. Experience in working for the large company base system. ",https://linkedin.com/jobs/view/2876599878/?eBP=JOB_SEARCH_ORGANIC&refId=PCgsXpbC4FjPZVfkCGDNMQ%3D%3D&trackingId=siFu%2FNxOajZl4rx%2B2MwOoA%3D%3D&trk=flagship3_search_srp_jobs
17,1/12/2022,Webway E Services Sdn Bhd ,Web Developer ,"Petaling Jaya, Selangor, Malaysia Hybrid","Posted by Jaime Ng  Project Manager, StudyMalaysia Group  Send InMail Web Developers are needed to join our small knit family who are passionate about technology and the world of the web.  Job Scope - Working on high profile / high traffic sites expect to play a key PHP development role where each day provides different challenges. - Develop and maintain various new online applications using PHP, MySQL & MVCs. - Develop and maintain various CMS sites. - Be involved in process flow for web applications as well as be involved throughout the development life cycle. - You will be exposed to all aspects of every project from information gathering to development to testing and deployment.  Requirements - Possess Diploma/ Bachelor's Degree in IT, Computer Science, Software Development or related field. - Proficient with front-end languages such as HTML, CSS, Bootstrap and JavaScript, Java. - Familiar with PHP or frameworks/systems such as Laravel, Angular JS. - Proficient in database technology such as MySQL, MariaDB.  Nice-to-Haves - Familiar with open-source CMS systems like Wordpress and WooCommerce. - Have a good understanding of UI/UX principles. - Experience with responsive, cross-browser, and cross-device web design. - Familiar with source control GIT.  Characteristics - Have a love for coding. - Willing to learn new languages and technologies with keen interest in research & development. - Resourcefulness and troubleshooting aptitude with attention to details. - Ability to multitask, prioritize tasks in a demanding, fast paced environment and work under minimal supervision. - Don't mind working remotely or in the office. - Speaks fluent English & Bahasa Malaysia. Chinese is an added plus. - At least (1) year of working experience in a related field. - Full Time / Contract position(s) available in Petaling Jaya.  Interested applications may email to jobs@webway.my. ",https://linkedin.com/jobs/view/2873493467/?eBP=JOB_SEARCH_ORGANIC&refId=PCgsXpbC4FjPZVfkCGDNMQ%3D%3D&trackingId=%2Bjet%2FlVcoKcCO0fR5zIB1g%3D%3D&trk=flagship3_search_srp_jobs
18,1/11/2022,J Star Berhad ,Web Developer ,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia On-site","This job is sourced from a job board. Learn more Job Description  Responsible for architecture design and development plans. Work closely with the development team in all phases of product development. Write and execute test cases, log test results, and defects. Delivering complete and zero known-bug features on time. Solving complex performance problems and architectural challenges; Building reusable code for future use. Develop And Maintain Existing Web Application. Research, Development, Testing Candidate must possess at least a Diploma, Advanced or Higher Graduate Diploma, Bachelor's Degree in Computer Science/ Information Technology or equivalent Possess good communication and interpersonal skill, analytical skills, self-driven, flexible, a team player, and fast-paced development environment At least 1-3 years of working experience in the related field. Great at designing patterns and algorithms; Strong analytical and technical troubleshooting skills. Experienced in .Net Framework development. Experienced in C# programming language on web applications. Experienced in MSSQL Server and writing queries. Experienced in front-end technology - HTML5, CSS, Javascript, JQUERY, ajax. ",https://linkedin.com/jobs/view/2875020168/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PCgsXpbC4FjPZVfkCGDNMQ%3D%3D&trackingId=jEk%2FHgnrEM7lW0Usb%2FwNEA%3D%3D&trk=flagship3_search_srp_jobs
19,1/11/2022,Tricor Group ,Web Developer ,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia On-site","Posted by Melody Ong  HR Executive at Tricor Group Malaysia | Bachelor of Laws (University of Liverpool)  Send InMail  We are looking for high caliber professionals to join our fast growing Business Solutions Team as a Web Developer. Responsibilities : Be part of the Development team to design and setup development framework of the new and exciting web environments. To continuously and actively contribute in the advancement of the product's innovation, stability and quality. Ensures all development is of high quality and comply with the required specifications. Assists in product enhancement, maintenance and development of the applications in accordance to the latest trend and requirement. Drives innovation with new value added ideas and methods for all aspects of the product. Able to lead and stimulate effective meetings with internal clients to understand customers needs and translate those requirements into functional solutions. To be able to work with the development team and to involve in the product design, coding, testing and release to production. To ensure timely release of assigned products and project deliverables. Makes presentations to groups. Assists in build, enhance and maintain Web Applications. Assists in improving the development methodologies and processes to maximize productivity Understand and follow technical standard / approach / principles. Strong understanding of UI, cross-browser compatibility, general web functions and standards. Qualifications  Candidate must possess at least a Diploma or Bachelor Degree in Computer Science/Software Engineering / Statistic or equivalents. Strong Knowledge and experience in C# .net web development is required. Strong MS SQL Server programming skill. Experience in Ajax, JQuery, Java script, BootStrap, CSS, HTML5, etc. Team player, passionate for continuous learning, self-motivator, good analytical and communication skills. Possess analytical and problem-solving skills, performance fine tune, innovative, effectiveness and efficiency. At least 1 year or more of working experience in the related field. Experience in .NET Core or MVC will be an added advantage. Due to the volume of applications, only shortlisted candidates will be notified. ",https://linkedin.com/jobs/view/2872139015/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PCgsXpbC4FjPZVfkCGDNMQ%3D%3D&trackingId=6Fp6yGdb%2BWTvhmvpl4jx8A%3D%3D&trk=flagship3_search_srp_jobs
20,1/11/2022,Neoasia Group ,Web Developer ,"Petaling Jaya, Selangor, Malaysia On-site","Posted by Maybelline Ang  Director, HR & Admin at Neoasia Group  Send InMail  Key Responsibilities  Design, develop and maintain company's e-commerce websites and web-based application interfaces. Consistently create well-designed, tested code using best practices for website development, including mobile and responsive site design. Perform UI designs and coding, creating reusable objects and templates, wireframes for web pages and email templates; Manage maintenance, updates, expansions, and scaling of each design. Conceptualize and create intuitive, engaging, and brand-consistent web experiences Collaborate with internal teams to identify system requirements Continually improve and optimize user experience for sites Ensure website stability via regression, support quality assurance, and perform unit and user-acceptance testing to identify bugs and ensure operations run successfully and smoothly. Perform regular file backups to local directories for recovery Have a good understanding of Search Engine Optimization (SEO) Maintain updated knowledge of new and emerging industry trends and technology Regional support for Singapore and Malaysia.Key Requirements  Bachelor's degree in Computer Science, IT or a related field Experience in building and maintaining WordPress and Magento sites is a must. Good understanding of PHP back-end development Deep expertise and hands on experience with Web Applications and programming languages such as HTML, CSS, JavaScript, JQuery and API's.Must have the ability to drive projects to successful outcomes within a fast-paced environment. Strong grasp of security principles and how they apply to E-Commerce applications. At least 1-2 Year(s) of working experience in the related field is required for this position ",https://linkedin.com/jobs/view/2871887164/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PCgsXpbC4FjPZVfkCGDNMQ%3D%3D&trackingId=veA63VWIAiXjSOUYRVG7fg%3D%3D&trk=flagship3_search_srp_jobs
21,1/14/2022,MHC Asia Group ,Web Developer ,"Singapore, Singapore On-site","Posted by Tee ShiQi  none  Send InMail Our company is looking for innovative solutions and talented people who have the ability to realize these solutions and we want you, the budding developer, to be a part of our team. The successful candidate will also help to build mobile applications and manage deployment. This is a fantastic opportunity to engage in a positive and creative work environment that offers many developmental opportunities to explore your own ideas of automation and artificial intelligence in a semi-corporate setting. Come join us on this journey of discovery and innovation. As a Full Stack Web and Mobile Applications Developer, you are responsible for the following: Responsibilities:  Develop, deploy and maintain new software programs Maintain and improve the performance of existing softwares Communicate clearly and regularly with management and technical support colleagues Design and update software database Test and maintain software products to ensure strong functionality, security and optimization Recommend improvements to existing software programs as necessary     Requirements:  Minimum a Degree / Diploma in relevant Information Technology Fields required At least 5 years relevant experience Demonstrated knowledge of web, mobile development and database technologies, such as HTML, CSS, Javascript, MySQL, MongoDB, MSSQL, JSON and be comfortable with the usage of frameworks such as ReactJS, ReactNative Experience in Android, Objective-C or Swift Ability to work independently and multi-task effectively Demonstrated understanding of projects from the perspective of both client and business Flexible and willing to accept a change in priorities as necessary Strong attention to details ",https://linkedin.com/jobs/view/2821954620/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=9GurI4UqPcRso%2F6SBunQFQ%3D%3D&trackingId=qxk%2BOHYlvEPlFHkpURnQYQ%3D%3D&trk=flagship3_search_srp_jobs
